Channel 1,Channel 2,Channel 3
0.035913,0.258574,-9.768343
-0.014365,0.222661,-9.840169
0.007183,0.337582,-9.710882
-0.021548,0.301669,-9.746795
0.079009,0.337582,-9.782708
0.100556,0.258574,-9.739613
0.021548,0.287304,-9.718064
0.028730,0.373495,-9.768343
-0.064643,0.308852,-9.761160
0.021548,0.337582,-9.804255
0.021548,0.215478,-9.811439
0.021548,0.258574,-9.746795
-0.043096,0.287304,-9.832987
0.014365,0.237026,-9.732430
0.050278,0.308852,-9.703699
0.057461,0.229843,-9.761160
0.021548,0.337582,-9.710882
0.057461,0.308852,-9.682152
0.014365,0.237026,-9.682152
0.014365,0.251391,-9.696517
-0.007183,0.308852,-9.703699
-0.007183,0.237026,-9.725247
0.014365,0.251391,-9.797073
-0.014365,0.215478,-9.775525
-0.035913,0.193930,-9.689334
-0.007183,0.265756,-9.725247
0.000000,0.229843,-9.653421
0.057461,0.272939,-9.710882
0.150835,0.287304,-9.631873
0.086191,0.244209,-9.674969
-0.007183,0.280122,-9.782708
0.014365,0.359130,-9.674969
0.014365,0.287304,-9.689334
0.007183,0.330400,-9.674969
0.050278,0.351948,-9.761160
0.007183,0.287304,-9.725247
0.021548,0.251391,-9.725247
0.000000,0.280122,-9.739613
0.007183,0.272939,-9.739613
0.064643,0.244209,-9.732430
0.014365,0.229843,-9.732430
0.000000,0.287304,-9.732430
0.064643,0.287304,-9.768343
-0.021548,0.265756,-9.667787
0.043096,0.294487,-9.761160
0.007183,0.215478,-9.674969
0.035913,0.172383,-9.761160
0.028730,0.222661,-9.832987
0.035913,0.337582,-9.660604
0.014365,0.380678,-9.739613
0.071826,0.316035,-9.718064
0.014365,0.244209,-9.689334
-0.014365,0.201113,-9.689334
0.028730,0.280122,-9.732430
-0.014365,0.280122,-9.761160
0.000000,0.244209,-9.782708
0.035913,0.287304,-9.732430
0.021548,0.337582,-9.739613
-0.007183,0.222661,-9.703699
0.035913,0.215478,-9.718064
0.057461,0.272939,-9.725247
-0.007183,0.265756,-9.753978
0.014365,0.294487,-9.674969
0.021548,0.208296,-9.689334
0.014365,0.229843,-9.732430
0.079009,0.287304,-9.797073
0.021548,0.287304,-9.739613
0.014365,0.301669,-9.739613
0.021548,0.301669,-9.761160
-0.021548,0.251391,-9.811439
0.079009,0.287304,-9.710882
0.014365,0.316035,-9.710882
0.014365,0.294487,-9.610326
0.093374,0.244209,-9.689334
0.000000,0.294487,-9.689334
0.071826,0.359130,-9.718064
-0.021548,0.344765,-9.732430
0.021548,0.251391,-9.768343
-0.014365,0.251391,-9.617508
0.014365,0.280122,-9.732430
0.014365,0.280122,-9.761160
-0.007183,0.301669,-9.804255
-0.035913,0.272939,-9.674969
-0.007183,0.258574,-9.725247
0.028730,0.201113,-9.825804
0.014365,0.265756,-9.746795
0.043096,0.258574,-9.739613
0.028730,0.294487,-9.761160
-0.064643,0.272939,-9.732430
0.007183,0.229843,-9.753978
-0.007183,0.294487,-9.775525
-0.093374,0.316035,-9.739613
-0.021548,0.387861,-9.761160
-0.014365,0.265756,-9.710882
0.021548,0.294487,-9.631873
0.043096,0.301669,-9.804255
-0.014365,0.323217,-9.753978
-0.028730,0.272939,-9.674969
-0.014365,0.237026,-9.753978
0.064643,0.265756,-9.674969
-0.007183,0.258574,-9.732430
-0.007183,0.244209,-9.732430
-0.007183,0.308852,-9.746795
0.050278,0.294487,-9.725247
0.000000,0.294487,-9.775525
0.007183,0.272939,-9.768343
0.014365,0.280122,-9.732430
-0.007183,0.172383,-9.753978
0.021548,0.237026,-9.732430
0.028730,0.215478,-9.739613
-0.007183,0.222661,-9.753978
0.035913,0.244209,-9.674969
0.035913,0.229843,-9.689334
-0.043096,0.359130,-9.653421
-0.014365,0.280122,-9.696517
0.014365,0.316035,-9.753978
0.035913,0.258574,-9.739613
0.035913,0.287304,-9.768343
-0.021548,0.323217,-9.761160
0.000000,0.280122,-9.789890
0.035913,0.287304,-9.854534
-0.007183,0.330400,-9.739613
-0.021548,0.294487,-9.753978
0.028730,0.229843,-9.703699
0.021548,0.301669,-9.768343
-0.035913,0.294487,-9.789890
0.000000,0.251391,-9.797073
0.014365,0.387861,-9.775525
0.043096,0.258574,-9.746795
0.035913,0.280122,-9.732430
0.021548,0.258574,-9.753978
0.007183,0.222661,-9.761160
0.028730,0.258574,-9.840169
0.043096,0.258574,-9.725247
0.035913,0.208296,-9.703699
0.000000,0.287304,-9.746795
0.014365,0.301669,-9.696517
-0.007183,0.287304,-9.804255
0.021548,0.258574,-9.761160
0.021548,0.215478,-9.725247
0.014365,0.287304,-9.753978
0.114922,0.308852,-9.782708
0.014365,0.294487,-9.710882
0.043096,0.323217,-9.667787
0.043096,0.330400,-9.703699
0.007183,0.251391,-9.646238
0.028730,0.265756,-9.646238
-0.014365,0.251391,-9.768343
0.057461,0.251391,-9.782708
0.086191,0.272939,-9.775525
0.014365,0.280122,-9.703699
0.000000,0.251391,-9.761160
