Channel 1,Channel 2,Channel 3
-0.222661,-9.739613,0.438139
-0.222661,-9.797073,0.488417
-0.229843,-9.811439,0.416591
-0.237026,-9.832987,0.366313
-0.244209,-9.725247,0.301669
-0.143652,-9.761160,0.366313
-0.222661,-9.753978,0.272939
-0.237026,-9.667787,0.330400
-0.287304,-9.746795,0.351948
-0.208296,-9.689334,0.351948
-0.193930,-9.739613,0.323217
-0.215478,-9.825804,0.387861
-0.215478,-9.818622,0.416591
-0.165200,-9.761160,0.380678
-0.136469,-9.718064,0.366313
-0.179565,-9.840169,0.402226
-0.208296,-9.768343,0.351948
-0.229843,-9.753978,0.308852
-0.186748,-9.782708,0.344765
-0.251391,-9.725247,0.258574
-0.222661,-9.768343,0.359130
-0.222661,-9.768343,0.387861
-0.244209,-9.768343,0.344765
-0.193930,-9.868899,0.438139
-0.244209,-9.775525,0.423774
-0.208296,-9.696517,0.402226
-0.229843,-9.610326,0.244209
-0.215478,-9.775525,0.452504
-0.265756,-9.710882,0.359130
-0.244209,-9.753978,0.395043
-0.280122,-9.682152,0.344765
-0.251391,-9.782708,0.323217
-0.244209,-9.696517,0.301669
-0.201113,-9.746795,0.294487
-0.193930,-9.689334,0.308852
-0.179565,-9.732430,0.294487
-0.258574,-9.753978,0.287304
-0.201113,-9.703699,0.193930
-0.265756,-9.746795,0.330400
-0.201113,-9.818622,0.337582
-0.272939,-9.710882,0.351948
-0.179565,-9.768343,0.294487
-0.258574,-9.725247,0.287304
-0.251391,-9.789890,0.323217
-0.287304,-9.718064,0.366313
-0.158017,-9.804255,0.402226
-0.244209,-9.703699,0.380678
-0.251391,-9.832987,0.330400
-0.222661,-9.804255,0.351948
-0.287304,-9.696517,0.222661
-0.215478,-9.768343,0.323217
-0.186748,-9.725247,0.229843
-0.265756,-9.797073,0.308852
-0.193930,-9.775525,0.373495
-0.237026,-9.682152,0.337582
-0.208296,-9.768343,0.308852
-0.208296,-9.725247,0.351948
-0.237026,-9.797073,0.351948
-0.208296,-9.797073,0.366313
-0.136469,-9.761160,0.344765
-0.150835,-9.818622,0.380678
-0.179565,-9.818622,0.323217
-0.222661,-9.746795,0.459687
-0.208296,-9.746795,0.229843
-0.165200,-9.725247,0.416591
-0.193930,-9.832987,0.387861
-0.237026,-9.789890,0.344765
-0.258574,-9.775525,0.430956
-0.287304,-9.797073,0.359130
-0.229843,-9.732430,0.294487
-0.208296,-9.782708,0.301669
-0.265756,-9.775525,0.330400
-0.280122,-9.775525,0.351948
-0.172383,-9.761160,0.430956
-0.179565,-9.689334,0.280122
-0.251391,-9.782708,0.330400
-0.208296,-9.768343,0.366313
-0.186748,-9.768343,0.301669
-0.186748,-9.761160,0.409408
-0.251391,-9.797073,0.316035
-0.265756,-9.825804,0.308852
-0.136469,-9.811439,0.265756
-0.215478,-9.710882,0.395043
-0.229843,-9.761160,0.287304
-0.201113,-9.696517,0.344765
-0.158017,-9.732430,0.409408
-0.201113,-9.797073,0.301669
-0.208296,-9.818622,0.430956
-0.229843,-9.775525,0.351948
-0.165200,-9.753978,0.330400
-0.215478,-9.753978,0.344765
-0.222661,-9.768343,0.395043
-0.308852,-9.689334,0.272939
-0.229843,-9.725247,0.323217
-0.265756,-9.753978,0.244209
-0.258574,-9.732430,0.287304
-0.165200,-9.768343,0.337582
-0.244209,-9.753978,0.308852
-0.244209,-9.682152,0.287304
-0.237026,-9.725247,0.373495
-0.208296,-9.768343,0.287304
-0.201113,-9.703699,0.280122
-0.193930,-9.696517,0.373495
-0.193930,-9.775525,0.344765
-0.244209,-9.761160,0.359130
-0.179565,-9.775525,0.402226
-0.272939,-9.782708,0.438139
-0.201113,-9.725247,0.380678
-0.208296,-9.718064,0.387861
-0.215478,-9.682152,0.402226
-0.208296,-9.703699,0.373495
-0.330400,-9.696517,0.308852
-0.201113,-9.782708,0.430956
-0.258574,-9.682152,0.287304
-0.193930,-9.703699,0.272939
-0.158017,-9.703699,0.488417
-0.179565,-9.832987,0.402226
-0.179565,-9.775525,0.409408
-0.244209,-9.703699,0.359130
-0.179565,-9.761160,0.323217
-0.186748,-9.682152,0.351948
-0.201113,-9.804255,0.359130
-0.201113,-9.811439,0.402226
-0.222661,-9.739613,0.395043
-0.222661,-9.811439,0.373495
-0.179565,-9.710882,0.395043
-0.193930,-9.797073,0.316035
-0.229843,-9.746795,0.423774
-0.186748,-9.775525,0.308852
-0.165200,-9.804255,0.351948
-0.215478,-9.797073,0.337582
-0.193930,-9.746795,0.359130
-0.150835,-9.775525,0.330400
-0.201113,-9.775525,0.359130
-0.237026,-9.710882,0.294487
-0.237026,-9.739613,0.301669
-0.201113,-9.739613,0.423774
-0.229843,-9.782708,0.395043
-0.179565,-9.746795,0.323217
-0.172383,-9.739613,0.344765
-0.251391,-9.789890,0.316035
-0.136469,-9.725247,0.416591
-0.193930,-9.725247,0.395043
-0.237026,-9.789890,0.452504
-0.193930,-9.789890,0.344765
-0.179565,-9.789890,0.387861
-0.237026,-9.732430,0.481235
-0.208296,-9.840169,0.452504
-0.201113,-9.804255,0.323217
-0.222661,-9.746795,0.265756
-0.186748,-9.804255,0.294487
-0.172383,-9.768343,0.337582
-0.172383,-9.840169,0.387861
-0.201113,-9.725247,0.316035
-0.215478,-9.653421,0.380678
-0.237026,-9.682152,0.416591
-0.165200,-9.753978,0.351948
-0.172383,-9.775525,0.366313
-0.244209,-9.682152,0.294487
-0.222661,-9.761160,0.387861
-0.186748,-9.674969,0.380678
-0.208296,-9.761160,0.366313
-0.186748,-9.739613,0.316035
-0.208296,-9.718064,0.380678
-0.301669,-9.710882,0.280122
-0.229843,-9.739613,0.359130
-0.172383,-9.818622,0.423774
-0.222661,-9.739613,0.337582
-0.193930,-9.789890,0.272939
-0.237026,-9.739613,0.272939
-0.186748,-9.789890,0.337582
-0.208296,-9.775525,0.316035
-0.258574,-9.761160,0.308852
-0.201113,-9.761160,0.323217
-0.201113,-9.710882,0.373495
-0.165200,-9.789890,0.330400
-0.186748,-9.804255,0.287304
-0.172383,-9.804255,0.402226
-0.215478,-9.725247,0.308852
-0.272939,-9.775525,0.308852
-0.172383,-9.797073,0.351948
-0.244209,-9.696517,0.323217
-0.158017,-9.775525,0.366313
-0.150835,-9.746795,0.330400
-0.186748,-9.761160,0.366313
-0.193930,-9.818622,0.351948
-0.172383,-9.933543,0.308852
-0.265756,-9.854534,0.323217
-0.258574,-9.868899,0.409408
-0.193930,-9.775525,0.316035
-0.244209,-9.739613,0.280122
-0.237026,-9.782708,0.366313
-0.208296,-9.782708,0.380678
-0.215478,-9.739613,0.316035
-0.215478,-9.646238,0.344765
-0.237026,-9.725247,0.337582
-0.272939,-9.689334,0.330400
-0.179565,-9.667787,0.301669
-0.193930,-9.832987,0.366313
-0.265756,-9.739613,0.330400
-0.237026,-9.818622,0.373495
-0.287304,-9.739613,0.316035
-0.258574,-9.818622,0.301669
-0.208296,-9.811439,0.409408
-0.215478,-9.775525,0.438139
-0.222661,-9.768343,0.438139
-0.172383,-9.710882,0.316035
-0.208296,-9.789890,0.265756
-0.237026,-9.718064,0.423774
-0.107739,-9.775525,0.359130
-0.222661,-9.725247,0.258574
-0.280122,-9.868899,0.351948
-0.208296,-9.861717,0.409408
-0.143652,-9.753978,0.387861
-0.208296,-9.746795,0.409408
-0.179565,-9.789890,0.373495
-0.172383,-9.710882,0.272939
-0.172383,-9.753978,0.366313
-0.251391,-9.811439,0.359130
-0.208296,-9.782708,0.337582
-0.186748,-9.746795,0.344765
-0.237026,-9.746795,0.337582
-0.193930,-9.753978,0.402226
-0.287304,-9.746795,0.301669
-0.294487,-9.782708,0.359130
-0.215478,-9.832987,0.323217
-0.201113,-9.768343,0.373495
-0.280122,-9.768343,0.359130
-0.172383,-9.696517,0.395043
-0.186748,-9.818622,0.423774
-0.208296,-9.674969,0.373495
-0.229843,-9.739613,0.423774
-0.165200,-9.718064,0.430956
-0.201113,-9.732430,0.402226
-0.244209,-9.854534,0.258574
-0.229843,-9.797073,0.387861
-0.265756,-9.746795,0.445322
-0.222661,-9.789890,0.380678
-0.201113,-9.854534,0.387861
-0.244209,-9.725247,0.395043
-0.308852,-9.739613,0.366313
-0.244209,-9.718064,0.373495
-0.150835,-9.696517,0.272939
-0.165200,-9.667787,0.351948
-0.244209,-9.761160,0.301669
-0.258574,-9.797073,0.330400
-0.237026,-9.746795,0.258574
-0.201113,-9.718064,0.337582
-0.222661,-9.746795,0.316035
-0.208296,-9.725247,0.380678
-0.287304,-9.739613,0.316035
-0.179565,-9.768343,0.294487
-0.208296,-9.718064,0.423774
-0.208296,-9.725247,0.402226
-0.215478,-9.825804,0.351948
-0.229843,-9.710882,0.380678
-0.237026,-9.775525,0.330400
-0.272939,-9.739613,0.287304
-0.222661,-9.674969,0.337582
-0.165200,-9.753978,0.359130
-0.244209,-9.782708,0.416591
-0.251391,-9.710882,0.423774
-0.301669,-9.689334,0.344765
-0.215478,-9.725247,0.272939
-0.280122,-9.653421,0.280122
-0.215478,-9.775525,0.366313
-0.251391,-9.789890,0.323217
-0.215478,-9.739613,0.373495
-0.179565,-9.761160,0.359130
-0.208296,-9.768343,0.272939
-0.215478,-9.775525,0.373495
-0.229843,-9.789890,0.359130
-0.222661,-9.761160,0.402226
-0.251391,-9.696517,0.387861
-0.208296,-9.840169,0.466869
-0.244209,-9.804255,0.395043
-0.251391,-9.667787,0.344765
-0.179565,-9.732430,0.287304
-0.201113,-9.761160,0.416591
-0.215478,-9.825804,0.351948
-0.265756,-9.797073,0.380678
-0.244209,-9.768343,0.423774
-0.222661,-9.775525,0.373495
-0.258574,-9.832987,0.380678
-0.186748,-9.782708,0.416591
-0.215478,-9.768343,0.337582
-0.208296,-9.718064,0.402226
-0.186748,-9.718064,0.280122
-0.193930,-9.797073,0.294487
-0.244209,-9.753978,0.366313
-0.251391,-9.761160,0.359130
-0.165200,-9.689334,0.351948
-0.237026,-9.718064,0.337582
-0.272939,-9.768343,0.395043
-0.222661,-9.732430,0.251391
-0.258574,-9.782708,0.337582
-0.258574,-9.703699,0.423774
-0.229843,-9.761160,0.337582
-0.237026,-9.775525,0.459687
-0.258574,-9.703699,0.466869
-0.280122,-9.753978,0.380678
-0.280122,-9.811439,0.359130
-0.186748,-9.811439,0.294487
-0.165200,-9.789890,0.387861
-0.193930,-9.775525,0.351948
-0.208296,-9.746795,0.366313
-0.258574,-9.761160,0.387861
-0.193930,-9.689334,0.330400
-0.172383,-9.667787,0.359130
-0.229843,-9.761160,0.330400
-0.208296,-9.761160,0.229843
-0.208296,-9.768343,0.395043
-0.251391,-9.811439,0.438139
-0.172383,-9.761160,0.459687
-0.265756,-9.753978,0.366313
-0.251391,-9.703699,0.323217
-0.272939,-9.696517,0.416591
-0.208296,-9.746795,0.474052
-0.179565,-9.797073,0.359130
-0.215478,-9.782708,0.366313
-0.201113,-9.818622,0.330400
-0.229843,-9.825804,0.395043
-0.308852,-9.732430,0.287304
-0.237026,-9.761160,0.330400
-0.208296,-9.725247,0.272939
-0.136469,-9.674969,0.229843
-0.193930,-9.703699,0.301669
-0.179565,-9.775525,0.193930
-0.201113,-9.753978,0.287304
-0.237026,-9.710882,0.323217
-0.229843,-9.696517,0.316035
-0.280122,-9.653421,0.222661
-0.251391,-9.639056,0.272939
-0.208296,-9.746795,0.229843
-0.172383,-9.789890,0.272939
-0.150835,-9.739613,0.323217
-0.122104,-9.646238,0.430956
-0.201113,-9.725247,0.222661
-0.251391,-9.782708,0.237026
-0.201113,-9.746795,0.294487
-0.193930,-9.739613,0.423774
-0.215478,-9.746795,0.308852
-0.237026,-9.847352,0.445322
-0.208296,-9.797073,0.265756
-0.237026,-9.890448,0.387861
-0.193930,-9.825804,0.330400
-0.193930,-9.797073,0.351948
-0.323217,-9.832987,0.366313
-0.215478,-9.768343,0.265756
-0.165200,-9.739613,0.237026
-0.229843,-9.861717,0.337582
-0.201113,-9.761160,0.337582
-0.265756,-9.732430,0.380678
-0.237026,-9.696517,0.337582
-0.215478,-9.689334,0.272939
-0.237026,-9.725247,0.316035
-0.186748,-9.718064,0.330400
-0.186748,-9.718064,0.294487
-0.258574,-9.768343,0.366313
-0.122104,-9.746795,0.330400
-0.150835,-9.732430,0.402226
-0.193930,-9.732430,0.366313
-0.222661,-9.739613,0.416591
-0.193930,-9.667787,0.423774
-0.215478,-9.804255,0.430956
-0.272939,-9.897630,0.488417
-0.229843,-9.832987,0.402226
-0.280122,-9.825804,0.402226
-0.265756,-9.768343,0.373495
-0.208296,-9.797073,0.402226
-0.237026,-9.732430,0.359130
-0.172383,-9.689334,0.502782
-0.193930,-9.753978,0.445322
-0.237026,-9.761160,0.423774
-0.251391,-9.775525,0.395043
-0.172383,-9.825804,0.244209
-0.150835,-9.818622,0.366313
-0.143652,-9.775525,0.316035
-0.179565,-9.854534,0.502782
-0.136469,-9.775525,0.409408
-0.172383,-9.768343,0.430956
-0.208296,-9.818622,0.474052
-0.208296,-9.746795,0.359130
-0.201113,-9.847352,0.452504
-0.222661,-9.674969,0.272939
-0.193930,-9.746795,0.380678
-0.201113,-9.703699,0.323217
-0.165200,-9.761160,0.409408
-0.165200,-9.854534,0.416591
-0.215478,-9.746795,0.280122
-0.222661,-9.840169,0.395043
-0.208296,-9.689334,0.330400
-0.222661,-9.854534,0.495600
-0.186748,-9.811439,0.280122
-0.222661,-9.825804,0.344765
-0.344765,-9.775525,0.366313
-0.251391,-9.789890,0.423774
-0.215478,-9.804255,0.258574
-0.316035,-9.746795,0.359130
-0.222661,-9.725247,0.287304
-0.244209,-9.768343,0.280122
-0.251391,-9.746795,0.323217
-0.237026,-9.674969,0.237026
-0.208296,-9.739613,0.316035
-0.172383,-9.725247,0.287304
-0.201113,-9.797073,0.229843
-0.222661,-9.797073,0.294487
-0.150835,-9.811439,0.294487
-0.258574,-9.710882,0.287304
-0.251391,-9.768343,0.323217
-0.165200,-9.746795,0.251391
-0.165200,-9.718064,0.280122
-0.179565,-9.667787,0.229843
-0.244209,-9.689334,0.258574
-0.265756,-9.674969,0.229843
-0.237026,-9.746795,0.323217
-0.215478,-9.689334,0.323217
-0.129287,-9.739613,0.287304
-0.158017,-9.595961,0.265756
-0.215478,-9.689334,0.158017
-0.143652,-9.746795,0.359130
-0.201113,-9.797073,0.287304
-0.222661,-9.768343,0.323217
-0.208296,-9.732430,0.344765
-0.201113,-9.746795,0.280122
-0.201113,-9.897630,0.265756
-0.208296,-9.775525,0.215478
-0.193930,-9.782708,0.272939
-0.229843,-9.789890,0.316035
-0.208296,-9.775525,0.287304
-0.237026,-9.746795,0.351948
-0.215478,-9.746795,0.380678
-0.258574,-9.703699,0.294487
-0.186748,-9.768343,0.359130
-0.158017,-9.725247,0.430956
-0.229843,-9.775525,0.237026
-0.229843,-9.782708,0.323217
-0.222661,-9.739613,0.244209
-0.237026,-9.718064,0.416591
-0.244209,-9.746795,0.337582
-0.222661,-9.746795,0.237026
-0.229843,-9.775525,0.301669
-0.150835,-9.761160,0.409408
-0.165200,-9.768343,0.351948
-0.208296,-9.746795,0.380678
-0.222661,-9.840169,0.351948
-0.222661,-9.718064,0.359130
-0.201113,-9.768343,0.452504
-0.215478,-9.789890,0.380678
-0.201113,-9.753978,0.395043
-0.201113,-9.732430,0.265756
-0.186748,-9.646238,0.366313
-0.272939,-9.667787,0.287304
-0.251391,-9.768343,0.287304
-0.136469,-9.718064,0.387861
-0.193930,-9.703699,0.222661
-0.193930,-9.682152,0.258574
-0.237026,-9.746795,0.373495
-0.244209,-9.797073,0.308852
-0.186748,-9.789890,0.287304
-0.222661,-9.753978,0.237026
-0.201113,-9.775525,0.395043
-0.237026,-9.768343,0.351948
-0.186748,-9.789890,0.366313
-0.186748,-9.797073,0.380678
-0.251391,-9.718064,0.272939
-0.143652,-9.775525,0.373495
-0.179565,-9.804255,0.395043
-0.251391,-9.725247,0.287304
-0.244209,-9.732430,0.280122
-0.186748,-9.775525,0.380678
-0.208296,-9.782708,0.373495
-0.193930,-9.703699,0.258574
-0.237026,-9.775525,0.280122
-0.244209,-9.710882,0.272939
-0.237026,-9.718064,0.380678
-0.244209,-9.718064,0.337582
-0.265756,-9.710882,0.265756
-0.244209,-9.818622,0.337582
-0.251391,-9.804255,0.201113
-0.201113,-9.696517,0.359130
-0.122104,-9.797073,0.330400
-0.179565,-9.782708,0.351948
-0.244209,-9.718064,0.287304
