Channel 1,Channel 2,Channel 3
0.014365,7.498640,6.521805
0.057461,7.541735,6.550536
0.043096,7.477092,6.449979
0.050278,7.527370,6.464345
0.028730,7.606379,6.500257
0.035913,7.513005,6.442797
0.000000,7.577648,6.449979
0.014365,7.541735,6.478710
0.007183,7.599196,6.493075
0.043096,7.642292,6.528988
0.028730,7.541735,6.564901
0.014365,7.477092,6.485892
0.028730,7.584831,6.428432
-0.043096,7.513005,6.500257
0.028730,7.570466,6.457162
-0.043096,7.548918,6.536170
0.057461,7.613562,6.500257
0.043096,7.563283,6.507440
0.043096,7.592013,6.421249
0.021548,7.606379,6.493075
0.028730,7.534553,6.543353
0.021548,7.592013,6.528988
0.100556,7.556100,6.536170
0.100556,7.484274,6.493075
0.093374,7.469909,6.557718
0.014365,7.599196,6.593631
0.028730,7.563283,6.521805
0.043096,7.570466,6.564901
0.043096,7.606379,6.493075
0.021548,7.570466,6.478710
0.050278,7.548918,6.449979
0.057461,7.534553,6.536170
0.021548,7.577648,6.521805
0.050278,7.599196,6.564901
0.050278,7.570466,6.514623
0.071826,7.556100,6.507440
0.100556,7.556100,6.507440
0.028730,7.498640,6.485892
0.043096,7.477092,6.564901
0.165200,7.606379,6.485892
0.172383,7.649475,6.507440
-0.021548,7.627927,6.457162
-0.050278,7.685388,6.421249
-0.007183,7.548918,6.449979
0.035913,7.649475,6.514623
0.014365,7.606379,6.414066
0.028730,7.592013,6.485892
0.107739,7.513005,6.572083
0.035913,7.548918,6.586449
0.100556,7.599196,6.514623
0.086191,7.642292,6.493075
0.028730,7.541735,6.442797
0.107739,7.620744,6.528988
0.050278,7.606379,6.478710
0.064643,7.534553,6.442797
-0.014365,7.570466,6.457162
0.028730,7.477092,6.485892
0.007183,7.505822,6.528988
0.021548,7.520187,6.485892
-0.007183,7.527370,6.550536
0.007183,7.505822,6.421249
0.021548,7.477092,6.564901
0.028730,7.534553,6.550536
0.035913,7.548918,6.572083
0.050278,7.556100,6.457162
0.028730,7.592013,6.536170
0.028730,7.577648,6.471527
0.064643,7.520187,6.543353
0.114922,7.441179,6.550536
0.000000,7.534553,6.514623
0.000000,7.570466,6.478710
0.007183,7.513005,6.607996
0.035913,7.642292,6.471527
0.021548,7.613562,6.579266
0.071826,7.606379,6.521805
0.021548,7.548918,6.550536
-0.028730,7.534553,6.536170
0.043096,7.541735,6.500257
0.014365,7.541735,6.414066
0.093374,7.541735,6.485892
-0.057461,7.548918,6.550536
0.014365,7.513005,6.536170
0.000000,7.534553,6.564901
0.000000,7.520187,6.536170
-0.021548,7.556100,6.572083
-0.035913,7.627927,6.521805
0.035913,7.548918,6.600814
0.028730,7.548918,6.493075
-0.043096,7.599196,6.572083
0.035913,7.642292,6.507440
0.021548,7.620744,6.471527
-0.007183,7.548918,6.586449
0.014365,7.592013,6.500257
0.035913,7.548918,6.593631
0.100556,7.548918,6.521805
-0.007183,7.498640,6.507440
0.014365,7.548918,6.593631
0.086191,7.491457,6.500257
0.021548,7.620744,6.521805
0.064643,7.584831,6.421249
0.035913,7.606379,6.449979
0.057461,7.527370,6.478710
0.093374,7.469909,6.493075
-0.028730,7.627927,6.550536
0.014365,7.563283,6.564901
0.028730,7.556100,6.572083
-0.021548,7.563283,6.507440
0.093374,7.491457,6.550536
0.079009,7.613562,6.493075
0.028730,7.635109,6.579266
0.000000,7.599196,6.572083
0.064643,7.570466,6.507440
-0.007183,7.577648,6.464345
0.014365,7.520187,6.435614
0.050278,7.469909,6.615179
-0.028730,7.548918,6.493075
0.057461,7.649475,6.507440
-0.021548,7.606379,6.421249
0.007183,7.570466,6.500257
0.057461,7.584831,6.478710
0.000000,7.513005,6.543353
0.050278,7.541735,6.449979
-0.071826,7.592013,6.485892
-0.021548,7.527370,6.449979
0.043096,7.556100,6.464345
0.064643,7.656657,6.500257
0.000000,7.592013,6.485892
0.035913,7.584831,6.428432
0.007183,7.469909,6.521805
0.007183,7.556100,6.478710
-0.014365,7.570466,6.500257
0.050278,7.520187,6.457162
0.035913,7.534553,6.521805
0.035913,7.620744,6.471527
0.035913,7.563283,6.500257
0.035913,7.556100,6.514623
-0.021548,7.570466,6.528988
0.000000,7.584831,6.564901
0.057461,7.599196,6.500257
0.021548,7.527370,6.478710
0.021548,7.548918,6.507440
0.007183,7.649475,6.536170
0.014365,7.592013,6.428432
0.107739,7.577648,6.528988
0.014365,7.556100,6.543353
-0.007183,7.599196,6.536170
0.007183,7.606379,6.528988
0.043096,7.577648,6.478710
0.050278,7.570466,6.478710
0.007183,7.592013,6.414066
-0.035913,7.613562,6.442797
0.057461,7.599196,6.500257
0.014365,7.563283,6.464345
0.007183,7.548918,6.349423
0.093374,7.613562,6.442797
-0.021548,7.570466,6.449979
0.050278,7.577648,6.414066
0.057461,7.606379,6.478710
-0.007183,7.477092,6.363788
0.000000,7.520187,6.399701
0.000000,7.599196,6.536170
-0.007183,7.577648,6.521805
0.086191,7.592013,6.536170
0.035913,7.563283,6.636727
0.014365,7.505822,6.528988
-0.028730,7.527370,6.478710
0.000000,7.527370,6.507440
0.100556,7.548918,6.500257
0.035913,7.570466,6.493075
0.035913,7.556100,6.457162
0.043096,7.606379,6.493075
0.021548,7.541735,6.564901
0.021548,7.599196,6.485892
0.014365,7.606379,6.500257
0.021548,7.520187,6.442797
0.100556,7.570466,6.485892
-0.021548,7.548918,6.442797
0.014365,7.620744,6.421249
0.021548,7.577648,6.521805
0.064643,7.613562,6.449979
0.035913,7.570466,6.471527
0.035913,7.635109,6.478710
0.079009,7.592013,6.471527
0.035913,7.548918,6.500257
0.043096,7.548918,6.378153
0.035913,7.498640,6.485892
0.028730,7.520187,6.536170
0.014365,7.584831,6.493075
0.028730,7.592013,6.521805
0.021548,7.534553,6.557718
0.028730,7.563283,6.600814
0.035913,7.520187,6.629545
0.035913,7.570466,6.543353
0.028730,7.541735,6.579266
-0.021548,7.563283,6.485892
0.043096,7.534553,6.543353
0.007183,7.592013,6.500257
0.014365,7.548918,6.528988
0.071826,7.656657,6.471527
0.014365,7.635109,6.464345
0.079009,7.491457,6.514623
0.079009,7.513005,6.629545
0.086191,7.563283,6.457162
0.021548,7.592013,6.435614
0.086191,7.627927,6.457162
0.079009,7.556100,6.464345
0.050278,7.513005,6.471527
0.057461,7.548918,6.421249
0.050278,7.584831,6.493075
0.050278,7.627927,6.442797
0.007183,7.577648,6.493075
0.064643,7.556100,6.428432
0.057461,7.563283,6.464345
0.021548,7.599196,6.471527
0.064643,7.548918,6.493075
0.057461,7.642292,6.435614
0.043096,7.714118,6.464345
0.114922,7.563283,6.406884
0.050278,7.563283,6.514623
0.057461,7.548918,6.500257
0.129287,7.584831,6.435614
0.079009,7.548918,6.457162
0.129287,7.570466,6.485892
0.021548,7.520187,6.370971
-0.007183,7.491457,6.442797
0.057461,7.606379,6.493075
0.107739,7.606379,6.457162
0.057461,7.505822,6.471527
0.050278,7.599196,6.478710
0.014365,7.541735,6.414066
0.007183,7.620744,6.421249
0.021548,7.627927,6.550536
0.064643,7.584831,6.500257
0.057461,7.613562,6.521805
0.035913,7.419631,6.550536
0.035913,7.477092,6.485892
0.000000,7.563283,6.471527
-0.007183,7.498640,6.457162
0.071826,7.527370,6.550536
0.057461,7.548918,6.457162
0.043096,7.563283,6.536170
0.035913,7.563283,6.500257
0.043096,7.606379,6.485892
0.050278,7.613562,6.500257
0.021548,7.484274,6.528988
-0.007183,7.627927,6.500257
0.035913,7.556100,6.471527
0.093374,7.534553,6.507440
0.014365,7.505822,6.514623
0.007183,7.563283,6.442797
0.086191,7.491457,6.478710
0.064643,7.534553,6.557718
0.014365,7.541735,6.500257
0.050278,7.548918,6.579266
0.057461,7.563283,6.543353
