Channel 1,Channel 2,Channel 3
0.179565,9.840169,1.357512
0.215478,9.789890,1.414973
0.229843,9.804255,1.436521
0.201113,9.811439,1.443704
0.172383,9.861717,1.508347
0.215478,9.832987,1.343147
0.150835,9.818622,1.414973
0.201113,9.840169,1.371878
0.122104,9.825804,1.450886
0.136469,9.861717,1.443704
0.201113,9.861717,1.472434
0.201113,9.868899,1.343147
0.215478,9.789890,1.371878
0.193930,9.876082,1.458069
0.150835,9.897630,1.371878
0.165200,9.825804,1.386243
0.201113,9.883265,1.436521
0.186748,9.868899,1.314417
0.208296,9.832987,1.350330
0.064643,9.861717,1.379060
0.165200,9.789890,1.379060
0.272939,9.797073,1.458069
0.186748,9.818622,1.443704
0.215478,9.832987,1.343147
0.143652,9.861717,1.386243
0.172383,9.854534,1.458069
0.165200,9.832987,1.479617
0.165200,9.818622,1.422156
0.208296,9.861717,1.335965
0.114922,9.847352,1.400608
0.179565,9.876082,1.422156
0.201113,9.832987,1.450886
0.172383,9.832987,1.350330
0.215478,9.811439,1.443704
0.201113,9.890448,1.458069
0.179565,9.840169,1.393425
0.158017,9.890448,1.400608
0.150835,9.811439,1.472434
0.186748,9.854534,1.414973
0.186748,9.832987,1.429338
0.244209,9.876082,1.458069
0.280122,9.818622,1.414973
0.158017,9.840169,1.436521
0.244209,9.854534,1.350330
0.193930,9.840169,1.364695
0.193930,9.868899,1.235408
0.150835,9.854534,1.300052
0.237026,9.897630,1.321599
0.316035,9.854534,1.458069
0.237026,9.847352,1.386243
0.251391,9.782708,1.422156
0.172383,9.818622,1.450886
0.143652,9.775525,1.594538
0.193930,9.840169,1.443704
0.172383,9.818622,1.407791
0.258574,9.832987,1.414973
0.136469,9.825804,1.493982
0.165200,9.818622,1.386243
0.229843,9.919178,1.393425
0.150835,9.811439,1.472434
0.208296,9.847352,1.357512
0.201113,9.789890,1.393425
0.265756,9.811439,1.465251
0.258574,9.804255,1.393425
0.114922,9.746795,1.501164
0.172383,9.703699,1.436521
0.172383,9.876082,1.422156
0.179565,9.883265,1.364695
0.222661,9.861717,1.443704
0.251391,9.832987,1.422156
0.150835,9.789890,1.414973
0.172383,9.789890,1.465251
0.143652,9.890448,1.472434
0.079009,9.904813,1.486799
0.193930,9.825804,1.386243
0.165200,9.761160,1.364695
0.100556,9.761160,1.314417
0.129287,9.883265,1.436521
0.136469,9.832987,1.436521
0.172383,9.861717,1.371878
0.201113,9.811439,1.479617
0.201113,9.868899,1.486799
0.179565,9.789890,1.407791
0.179565,9.847352,1.458069
0.186748,9.818622,1.443704
0.114922,9.861717,1.458069
0.150835,9.847352,1.414973
0.215478,9.847352,1.379060
0.193930,9.782708,1.486799
0.237026,9.847352,1.400608
0.251391,9.861717,1.335965
0.222661,9.818622,1.357512
0.272939,9.847352,1.407791
0.193930,9.804255,1.371878
0.265756,9.847352,1.314417
0.244209,9.861717,1.450886
0.201113,9.897630,1.407791
0.222661,9.811439,1.350330
0.215478,9.818622,1.429338
0.158017,9.811439,1.458069
0.136469,9.840169,1.371878
0.158017,9.804255,1.450886
0.122104,9.926360,1.436521
0.150835,9.782708,1.414973
0.193930,9.854534,1.371878
0.215478,9.861717,1.343147
0.172383,9.775525,1.436521
0.258574,9.782708,1.429338
0.186748,9.904813,1.458069
0.208296,9.818622,1.443704
0.244209,9.840169,1.371878
0.208296,9.832987,1.429338
0.229843,9.797073,1.414973
0.244209,9.825804,1.429338
0.172383,9.825804,1.400608
0.150835,9.904813,1.307234
0.193930,9.825804,1.429338
0.143652,9.832987,1.393425
0.208296,9.818622,1.414973
0.071826,9.797073,1.493982
0.136469,9.832987,1.465251
0.215478,9.811439,1.493982
0.165200,9.804255,1.400608
0.143652,9.811439,1.436521
0.165200,9.840169,1.529895
0.136469,9.782708,1.436521
0.165200,9.890448,1.479617
0.229843,9.890448,1.472434
0.150835,9.861717,1.414973
0.179565,9.811439,1.400608
0.201113,9.840169,1.328782
0.193930,9.818622,1.364695
0.308852,9.739613,1.422156
0.294487,9.782708,1.407791
0.071826,9.861717,1.429338
0.193930,9.753978,1.443704
0.193930,9.926360,1.386243
0.201113,9.854534,1.393425
0.201113,9.847352,1.364695
0.193930,9.768343,1.407791
0.179565,9.797073,1.465251
0.150835,9.832987,1.429338
0.165200,9.847352,1.436521
0.158017,9.782708,1.501164
0.237026,9.883265,1.386243
0.165200,9.911995,1.429338
0.129287,9.883265,1.450886
0.172383,9.926360,1.343147
0.237026,9.840169,1.479617
0.201113,9.768343,1.422156
0.222661,9.818622,1.450886
0.215478,9.789890,1.472434
0.172383,9.811439,1.450886
0.251391,9.789890,1.443704
0.258574,9.847352,1.328782
0.208296,9.818622,1.414973
0.129287,9.840169,1.343147
0.193930,9.861717,1.450886
0.294487,9.725247,1.407791
0.215478,9.825804,1.350330
0.193930,9.868899,1.371878
0.158017,9.832987,1.400608
0.158017,9.789890,1.443704
0.265756,9.890448,1.429338
