Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6,Channel 7,Channel 8,Channel 9
0.011482,-0.038162,-9.696048,-0.004469,-0.003058,0.000994,-584.012207,-318.894287,963.864502
0.032954,-0.088265,-9.617313,-0.000108,-0.002958,0.003024,-584.012207,-318.894287,963.864502
-0.002834,-0.081108,-9.567211,0.001058,0.001404,0.000794,-584.012207,-318.894287,963.864502
0.004324,-0.102580,-9.696048,0.000958,0.001304,-0.000372,-584.012207,-318.894287,963.864502
0.011482,-0.081108,-9.631629,0.000858,0.006530,-0.004533,-584.012207,-318.894287,963.864502
0.032954,-0.095423,-9.667418,0.000758,0.009626,-0.003368,-584.012207,-318.894287,963.864502
-0.024306,-0.152683,-9.588684,0.001723,0.011657,-0.001137,-584.012207,-318.894287,963.864502
0.025797,-0.102580,-9.653102,-0.000508,0.006230,0.001094,-584.012207,-318.894287,963.864502
0.054427,-0.116895,-9.653102,-0.001473,0.000804,0.000994,-594.439819,-324.666199,961.018616
0.025797,-0.052477,-9.674574,-0.002438,-0.002492,0.001959,-594.439819,-324.666199,961.018616
-0.009991,-0.052477,-9.631629,0.000858,0.000804,-0.001337,-594.439819,-324.666199,961.018616
0.018639,-0.059635,-9.645944,-0.000308,0.001769,-0.001237,-594.439819,-324.666199,961.018616
0.025797,-0.102580,-9.660259,-0.001273,0.001669,0.000994,-594.439819,-324.666199,961.018616
0.040112,-0.095423,-9.638787,-0.001173,0.000504,0.003024,-594.439819,-324.666199,961.018616
0.047269,-0.045320,-9.567211,0.001058,-0.000662,0.005055,-594.439819,-324.666199,961.018616
0.004324,-0.052477,-9.638787,0.002023,-0.002692,-0.000372,-594.439819,-324.666199,961.018616
0.054427,-0.159841,-9.696048,0.000858,-0.004723,-0.003468,-594.439819,-324.666199,961.018616
0.004324,-0.274362,-9.595841,-0.002438,-0.003558,-0.003368,-594.439819,-324.666199,961.018616
0.004324,-0.124053,-9.595841,-0.000208,-0.002392,-0.003268,-588.478699,-329.258911,972.920959
0.040112,-0.081108,-9.567211,-0.003304,0.000904,-0.001037,-588.478699,-329.258911,972.920959
0.018639,0.011941,-9.638787,0.002123,0.001869,-0.000937,-588.478699,-329.258911,972.920959
0.047269,-0.073950,-9.688890,0.002023,0.002834,-0.000837,-588.478699,-329.258911,972.920959
0.047269,-0.109738,-9.610157,0.005119,0.001669,-0.001802,-588.478699,-329.258911,972.920959
0.025797,-0.045320,-9.617313,-0.000308,-0.000562,-0.005964,-588.478699,-329.258911,972.920959
0.068742,-0.102580,-9.667418,0.002988,-0.004723,-0.002668,-588.478699,-329.258911,972.920959
0.068742,-0.081108,-9.631629,0.005019,-0.004623,-0.000437,-588.478699,-329.258911,972.920959
0.040112,-0.188471,-9.595841,0.008115,-0.001327,0.007120,-588.478699,-329.258911,972.920959
0.011482,-0.159841,-9.624472,0.004819,-0.000162,0.009151,-588.478699,-329.258911,972.920959
0.061584,-0.102580,-9.653102,0.001523,-0.004323,0.009051,-589.982544,-326.245209,968.446350
-0.009991,-0.095423,-9.753308,-0.001773,-0.005288,0.004689,-589.982544,-326.245209,968.446350
-0.002834,-0.152683,-9.617313,-0.003804,-0.000927,-0.003933,-589.982544,-326.245209,968.446350
0.032954,-0.023847,-9.660259,-0.000508,0.003434,-0.003833,-589.982544,-326.245209,968.446350
-0.009991,-0.102580,-9.552896,0.003854,0.001204,-0.002668,-589.982544,-326.245209,968.446350
0.018639,-0.095423,-9.610157,0.004819,0.000038,-0.001502,-589.982544,-326.245209,968.446350
0.068742,-0.159841,-9.588684,-0.001673,-0.000062,-0.002468,-589.982544,-326.245209,968.446350
0.004324,-0.073950,-9.653102,-0.004769,0.003234,-0.006629,-589.982544,-326.245209,968.446350
-0.002834,-0.088265,-9.574368,-0.002538,0.003134,-0.000137,-589.982544,-326.245209,968.446350
0.040112,-0.124053,-9.567211,0.002888,0.000904,0.001028,-589.982544,-326.245209,968.446350
0.004324,-0.109738,-9.645944,0.004919,0.001869,0.006255,-593.233032,-317.243164,972.975952
-0.002834,-0.109738,-9.595841,0.005884,-0.001427,0.000828,-593.233032,-317.243164,972.975952
0.011482,-0.073950,-9.617313,0.005784,-0.001327,0.002859,-593.233032,-317.243164,972.975952
0.011482,-0.116895,-9.638787,0.004619,-0.005488,0.003824,-593.233032,-317.243164,972.975952
0.047269,-0.145526,-9.567211,0.001323,-0.005388,0.007985,-593.233032,-317.243164,972.975952
0.118845,-0.059635,-9.624472,0.001223,0.000038,0.004689,-593.233032,-317.243164,972.975952
0.111687,-0.052477,-9.610157,0.004319,0.001004,0.001394,-593.233032,-317.243164,972.975952
0.032954,-0.081108,-9.595841,0.003154,0.004099,-0.000837,-593.233032,-317.243164,972.975952
0.054427,-0.059635,-9.688890,-0.001208,-0.000262,0.004589,-593.233032,-317.243164,972.975952
0.061584,-0.102580,-9.617313,-0.006434,-0.001227,0.004489,-593.233032,-317.243164,972.975952
0.032954,-0.066793,-9.624472,-0.004204,-0.002192,0.002259,-594.530762,-327.656158,971.505615
-0.038621,-0.116895,-9.595841,-0.000908,0.000038,-0.006364,-594.530762,-327.656158,971.505615
-0.052936,-0.124053,-9.653102,0.000258,-0.000062,-0.003068,-594.530762,-327.656158,971.505615
0.025797,-0.045320,-9.617313,-0.003038,-0.001027,0.002359,-594.530762,-327.656158,971.505615
-0.024306,-0.124053,-9.638787,-0.000808,-0.003058,0.005455,-594.530762,-327.656158,971.505615
0.018639,-0.102580,-9.653102,0.001423,0.001304,-0.002102,-594.530762,-327.656158,971.505615
0.011482,-0.073950,-9.581527,0.004519,0.002269,-0.006264,-594.530762,-327.656158,971.505615
0.004324,-0.152683,-9.588684,0.001223,0.001104,-0.007229,-594.530762,-327.656158,971.505615
0.004324,-0.109738,-9.638787,-0.002073,-0.005388,-0.002868,-594.530762,-327.656158,971.505615
0.011482,-0.059635,-9.595841,-0.006234,-0.006354,-0.002768,-594.530762,-327.656158,971.505615
-0.031464,-0.102580,-9.602999,-0.008265,-0.005188,0.002659,-596.151367,-317.183319,965.528320
0.004324,-0.116895,-9.581527,-0.006034,0.001304,0.002559,-596.151367,-317.183319,965.528320
-0.031464,-0.081108,-9.517108,-0.003804,0.001204,0.005655,-596.151367,-317.183319,965.528320
0.011482,-0.174156,-9.653102,0.003754,0.004299,0.000228,-596.151367,-317.183319,965.528320
0.018639,-0.109738,-9.645944,0.004719,0.003134,-0.002002,-596.151367,-317.183319,965.528320
-0.024306,-0.081108,-9.624472,0.007815,0.000904,-0.002968,-596.151367,-317.183319,965.528320
0.040112,-0.166998,-9.560054,0.002388,-0.002392,-0.003933,-596.151367,-317.183319,965.528320
0.040112,-0.124053,-9.674574,0.002288,-0.002292,-0.003833,-596.151367,-317.183319,965.528320
0.025797,-0.073950,-9.696048,-0.005269,-0.003258,0.003724,-596.151367,-317.183319,965.528320
0.004324,-0.145526,-9.574368,-0.005169,-0.002092,0.005755,-596.151367,-317.183319,965.528320
-0.009991,-0.073950,-9.667418,-0.004004,-0.005188,0.004589,-590.017578,-327.739716,972.940918
0.018639,-0.152683,-9.681732,-0.008165,-0.001892,0.002359,-590.017578,-327.739716,972.940918
-0.009991,-0.116895,-9.545738,-0.008065,-0.001792,0.002259,-590.017578,-327.739716,972.940918
-0.038621,-0.131211,-9.681732,-0.006899,-0.001692,0.004289,-590.017578,-327.739716,972.940918
0.018639,-0.166998,-9.638787,-0.001473,-0.002658,0.003124,-590.017578,-327.739716,972.940918
0.032954,-0.102580,-9.653102,0.000758,-0.001492,0.007285,-590.017578,-327.739716,972.940918
-0.017149,-0.124053,-9.645944,-0.001473,0.000738,-0.000272,-590.017578,-327.739716,972.940918
0.004324,-0.045320,-9.681732,-0.001373,0.000638,-0.000172,-590.017578,-327.739716,972.940918
0.047269,-0.066793,-9.638787,0.004054,0.006930,-0.010725,-590.017578,-327.739716,972.940918
-0.017149,-0.138368,-9.696048,0.006084,0.006830,-0.004233,-590.017578,-327.739716,972.940918
-0.017149,-0.181313,-9.617313,0.002788,0.003534,0.001194,-588.471191,-326.272766,968.425476
0.075900,-0.131211,-9.638787,-0.001573,-0.000827,0.004289,-588.471191,-326.272766,968.425476
0.018639,-0.131211,-9.710362,-0.001473,-0.000727,0.004189,-588.471191,-326.272766,968.425476
0.075900,-0.038162,-9.653102,-0.004569,-0.003823,0.008351,-588.471191,-326.272766,968.425476
0.011482,-0.138368,-9.595841,-0.005534,-0.000527,0.006120,-588.471191,-326.272766,968.425476
-0.024306,-0.088265,-9.674574,-0.005434,0.005965,0.003889,-588.471191,-326.272766,968.425476
0.040112,-0.109738,-9.617313,-0.001073,0.009061,-0.001537,-588.471191,-326.272766,968.425476
-0.002834,-0.088265,-9.552896,-0.000973,0.008961,-0.001437,-588.471191,-326.272766,968.425476
0.004324,-0.031005,-9.645944,0.003388,0.005665,0.002924,-588.471191,-326.272766,968.425476
0.018639,-0.052477,-9.574368,0.004354,0.001304,0.000694,-588.471191,-326.272766,968.425476
0.061584,-0.174156,-9.567211,0.002123,-0.004123,-0.001537,-588.477844,-324.780182,966.926636
0.040112,-0.081108,-9.595841,-0.003304,-0.006154,-0.001437,-588.477844,-324.780182,966.926636
-0.017149,-0.088265,-9.617313,-0.003204,-0.006054,-0.001337,-588.477844,-324.780182,966.926636
0.032954,-0.073950,-9.624472,-0.006299,-0.003823,0.000894,-588.477844,-324.780182,966.926636
0.025797,-0.009532,-9.660259,-0.003004,-0.005854,-0.003468,-588.477844,-324.780182,966.926636
0.032954,-0.131211,-9.653102,0.000292,-0.001492,-0.004433,-588.477844,-324.780182,966.926636
-0.031464,-0.217101,-9.595841,0.001258,0.000738,-0.004333,-588.477844,-324.780182,966.926636
0.025797,-0.095423,-9.724678,-0.005234,0.004899,-0.003168,-588.477844,-324.780182,966.926636
-0.024306,-0.116895,-9.717521,-0.003004,0.004799,0.002259,-588.477844,-324.780182,966.926636
0.004324,-0.166998,-9.696048,0.000292,0.001504,0.003224,-588.477844,-324.780182,966.926636
0.025797,-0.138368,-9.602999,0.007649,0.001404,0.002059,-581.011230,-323.429077,971.315002
0.061584,-0.159841,-9.524266,0.009680,-0.001892,-0.004433,-581.011230,-323.429077,971.315002
-0.017149,-0.045320,-9.638787,0.009580,0.000338,-0.004333,-581.011230,-323.429077,971.315002
-0.002834,-0.081108,-9.674574,0.006284,-0.000827,0.003224,-581.011230,-323.429077,971.315002
-0.002834,-0.131211,-9.631629,0.001923,-0.001792,0.009516,-581.011230,-323.429077,971.315002
0.068742,-0.116895,-9.674574,-0.001373,-0.003823,0.011547,-581.011230,-323.429077,971.315002
-0.017149,-0.109738,-9.696048,-0.002338,-0.004788,0.007185,-581.011230,-323.429077,971.315002
0.047269,-0.081108,-9.602999,-0.005434,-0.000427,0.003889,-581.011230,-323.429077,971.315002
0.004324,-0.131211,-9.688890,-0.005334,-0.001392,0.002724,-581.011230,-323.429077,971.315002
0.004324,-0.188471,-9.624472,-0.003104,-0.002358,-0.000572,-581.011230,-323.429077,971.315002
0.054427,-0.038162,-9.645944,0.003388,-0.001192,-0.003668,-592.942627,-326.187317,963.994446
-0.002834,-0.102580,-9.581527,0.007549,0.002104,-0.008894,-592.942627,-326.187317,963.994446
0.018639,-0.109738,-9.660259,0.007449,0.003069,-0.004533,-592.942627,-326.187317,963.994446
0.032954,-0.088265,-9.638787,0.005219,0.004034,0.001959,-592.942627,-326.187317,963.994446
0.054427,-0.073950,-9.638787,0.001923,0.001804,0.006120,-592.942627,-326.187317,963.994446
0.040112,-0.166998,-9.610157,0.000758,0.002769,0.004955,-592.942627,-326.187317,963.994446
0.040112,-0.166998,-9.617313,-0.002538,0.000538,-0.004733,-592.942627,-326.187317,963.994446
0.011482,-0.116895,-9.681732,-0.002438,0.001504,-0.006764,-592.942627,-326.187317,963.994446
-0.002834,-0.052477,-9.645944,-0.003404,0.002469,-0.006664,-592.942627,-326.187317,963.994446
-0.038621,-0.088265,-9.703205,0.000958,0.000238,-0.001237,-589.954163,-323.258118,962.452942
0.004324,-0.088265,-9.624472,0.001923,-0.003058,-0.000072,-589.954163,-323.258118,962.452942
-0.017149,-0.081108,-9.631629,0.002888,-0.001892,-0.002102,-589.954163,-323.258118,962.452942
-0.031464,-0.088265,-9.638787,0.001723,0.000338,0.000128,-589.954163,-323.258118,962.452942
-0.045779,-0.059635,-9.631629,-0.001573,0.002369,-0.001037,-589.954163,-323.258118,962.452942
0.040112,-0.159841,-9.567211,-0.002538,-0.005188,0.002259,-589.954163,-323.258118,962.452942
-0.002834,-0.102580,-9.631629,-0.003504,-0.006154,0.000028,-589.954163,-323.258118,962.452942
0.011482,0.019098,-9.617313,-0.001273,-0.008184,-0.001137,-589.954163,-323.258118,962.452942
0.040112,-0.045320,-9.638787,0.002023,-0.001692,-0.006364,-589.954163,-323.258118,962.452942
-0.017149,-0.159841,-9.588684,0.000858,-0.000527,-0.008394,-589.954163,-323.258118,962.452942
0.032954,-0.095423,-9.595841,0.000758,0.003834,-0.006164,-589.940796,-326.243317,965.450562
-0.024306,-0.145526,-9.617313,-0.002538,0.000538,-0.000737,-589.940796,-326.243317,965.450562
-0.024306,-0.124053,-9.567211,0.001823,-0.002758,0.002559,-589.940796,-326.243317,965.450562
-0.009991,-0.052477,-9.653102,0.003854,-0.007984,0.001394,-589.940796,-326.243317,965.450562
0.032954,-0.081108,-9.624472,0.003754,-0.005754,0.000228,-589.940796,-326.243317,965.450562
0.032954,-0.195629,-9.595841,0.004719,-0.001392,0.000128,-589.940796,-326.243317,965.450562
0.061584,-0.138368,-9.610157,0.003554,0.004034,-0.003168,-589.940796,-326.243317,965.450562
-0.038621,-0.073950,-9.567211,0.002388,-0.000327,-0.002002,-589.940796,-326.243317,965.450562
0.004324,-0.159841,-9.595841,-0.000908,-0.004488,-0.002968,-589.940796,-326.243317,965.450562
0.104530,-0.066793,-9.631629,-0.001873,-0.005454,-0.000737,-589.940796,-326.243317,965.450562
0.040112,-0.081108,-9.645944,-0.000708,0.001038,-0.000637,-597.449097,-327.596344,964.057983
0.018639,-0.138368,-9.552896,-0.003804,0.007330,0.002659,-597.449097,-327.596344,964.057983
0.083057,-0.138368,-9.631629,-0.003704,0.007230,0.001494,-597.449097,-327.596344,964.057983
0.004324,-0.066793,-9.703205,-0.001473,0.003934,0.000328,-597.449097,-327.596344,964.057983
-0.002834,-0.081108,-9.631629,0.001823,-0.004688,-0.004033,-597.449097,-327.596344,964.057983
0.032954,-0.066793,-9.638787,0.002788,-0.008849,-0.001802,-597.449097,-327.596344,964.057983
0.047269,-0.109738,-9.696048,-0.000508,-0.009815,0.000428,-597.449097,-327.596344,964.057983
-0.009991,-0.059635,-9.638787,-0.002538,-0.004388,0.004589,-597.449097,-327.596344,964.057983
0.004324,-0.131211,-9.631629,-0.003504,0.002104,0.008751,-597.449097,-327.596344,964.057983
-0.038621,-0.116895,-9.738993,-0.001273,0.002004,0.005455,-597.449097,-327.596344,964.057983
0.025797,-0.145526,-9.667418,-0.004369,0.002969,0.001094,-585.627014,-314.392792,965.380371
0.018639,-0.016690,-9.681732,-0.002138,0.001804,-0.001137,-585.627014,-314.392792,965.380371
0.018639,-0.095423,-9.660259,-0.003104,0.002769,0.000028,-585.627014,-314.392792,965.380371
0.061584,-0.109738,-9.653102,0.001258,0.001604,-0.002202,-585.627014,-314.392792,965.380371
0.004324,-0.038162,-9.645944,0.000092,0.001504,-0.002102,-585.627014,-314.392792,965.380371
0.032954,-0.059635,-9.660259,0.001058,0.001404,0.001194,-585.627014,-314.392792,965.380371
0.018639,-0.131211,-9.602999,-0.002238,0.003434,0.003224,-585.627014,-314.392792,965.380371
-0.009991,-0.052477,-9.617313,-0.003204,0.002269,0.006320,-585.627014,-314.392792,965.380371
0.032954,-0.088265,-9.560054,-0.000973,0.002169,0.005155,-585.627014,-314.392792,965.380371
0.032954,-0.052477,-9.581527,0.003388,-0.000062,0.002924,-585.627014,-314.392792,965.380371
0.040112,-0.002374,-9.574368,0.006484,-0.001027,-0.003568,-588.547119,-323.290466,969.921448
-0.024306,-0.002374,-9.645944,0.004254,0.001204,-0.006664,-588.547119,-323.290466,969.921448
0.032954,-0.217101,-9.645944,0.005219,0.001104,-0.004433,-588.547119,-323.290466,969.921448
0.054427,-0.066793,-9.703205,-0.001273,0.001004,-0.000072,-588.547119,-323.290466,969.921448
0.047269,-0.102580,-9.653102,-0.005434,-0.002292,0.003224,-588.547119,-323.290466,969.921448
-0.031464,-0.124053,-9.645944,-0.006399,-0.003258,0.008451,-588.547119,-323.290466,969.921448
-0.017149,-0.073950,-9.631629,-0.003104,-0.004223,0.005155,-588.547119,-323.290466,969.921448
-0.009991,-0.088265,-9.624472,0.000192,-0.007319,0.002924,-588.547119,-323.290466,969.921448
0.032954,-0.152683,-9.567211,-0.000973,-0.007219,0.000694,-588.547119,-323.290466,969.921448
0.025797,-0.131211,-9.588684,-0.004069,-0.006054,0.000594,-588.547119,-323.290466,969.921448
0.032954,-0.109738,-9.645944,-0.001838,-0.003823,0.001559,-585.656311,-321.858612,977.368103
-0.024306,-0.081108,-9.624472,-0.000673,-0.003723,-0.002802,-585.656311,-321.858612,977.368103
0.032954,-0.066793,-9.681732,0.002623,-0.002558,-0.008029,-585.656311,-321.858612,977.368103
0.004324,-0.023847,-9.660259,0.002523,0.001804,-0.005798,-585.656311,-321.858612,977.368103
-0.017149,-0.031005,-9.645944,0.000292,0.003834,-0.004633,-585.656311,-321.858612,977.368103
0.011482,-0.023847,-9.688890,-0.001938,0.002669,-0.000272,-585.656311,-321.858612,977.368103
0.061584,-0.073950,-9.624472,-0.002904,0.005765,-0.005498,-585.656311,-321.858612,977.368103
-0.024306,-0.081108,-9.588684,-0.001738,0.004599,-0.006464,-585.656311,-321.858612,977.368103
0.054427,-0.145526,-9.602999,-0.000573,0.003434,0.000028,-585.656311,-321.858612,977.368103
0.047269,-0.145526,-9.688890,-0.003669,-0.000927,0.004189,-585.656311,-321.858612,977.368103
-0.060094,-0.095423,-9.688890,-0.001438,0.002369,0.000894,-594.723450,-317.214661,971.498901
0.025797,-0.088265,-9.660259,0.001858,0.006530,-0.003468,-594.723450,-317.214661,971.498901
-0.002834,-0.166998,-9.602999,0.003888,0.010691,-0.003368,-594.723450,-317.214661,971.498901
0.011482,-0.188471,-9.617313,0.002723,0.004199,0.004189,-594.723450,-317.214661,971.498901
0.011482,-0.109738,-9.595841,0.004754,-0.003358,0.006220,-594.723450,-317.214661,971.498901
0.004324,-0.009532,-9.653102,0.004654,-0.005388,0.007185,-594.723450,-317.214661,971.498901
0.068742,-0.088265,-9.631629,0.004554,-0.002092,0.002824,-594.723450,-317.214661,971.498901
0.047269,-0.066793,-9.653102,-0.001938,0.002269,0.001659,-594.723450,-317.214661,971.498901
0.140318,-0.073950,-9.638787,-0.002904,0.000038,0.001559,-594.723450,-317.214661,971.498901
0.011482,-0.109738,-9.653102,0.000392,-0.000062,-0.001737,-594.723450,-317.214661,971.498901
0.061584,-0.145526,-9.667418,0.004554,-0.003158,-0.003768,-590.106812,-321.772186,971.439209
0.018639,-0.088265,-9.624472,0.004454,-0.001992,-0.006864,-590.106812,-321.772186,971.439209
0.032954,-0.066793,-9.645944,0.002223,-0.001892,-0.003568,-590.106812,-321.772186,971.439209
0.032954,-0.152683,-9.653102,-0.001073,-0.000727,-0.000272,-590.106812,-321.772186,971.439209
0.047269,-0.166998,-9.595841,-0.000973,0.002569,0.001959,-590.106812,-321.772186,971.439209
-0.002834,-0.109738,-9.674574,-0.004069,0.003534,-0.000272,-590.106812,-321.772186,971.439209
0.040112,-0.095423,-9.645944,-0.005034,0.003434,-0.000172,-590.106812,-321.772186,971.439209
0.032954,-0.059635,-9.653102,-0.007065,0.003334,0.003124,-590.106812,-321.772186,971.439209
0.025797,-0.052477,-9.610157,-0.004834,0.000038,0.000894,-590.106812,-321.772186,971.439209
-0.009991,-0.081108,-9.602999,-0.001538,0.005265,-0.003468,-590.106812,-321.772186,971.439209
0.018639,-0.131211,-9.610157,0.001758,0.003034,-0.008694,-588.263428,-330.741974,959.441101
0.032954,-0.052477,-9.667418,0.001658,0.001869,-0.003268,-588.263428,-330.741974,959.441101
0.032954,-0.081108,-9.631629,0.002623,-0.001427,-0.001037,-588.263428,-330.741974,959.441101
0.025797,-0.102580,-9.595841,0.001458,-0.000262,0.004389,-588.263428,-330.741974,959.441101
0.111687,-0.095423,-9.638787,0.003488,-0.000162,0.005355,-588.263428,-330.741974,959.441101
-0.009991,-0.116895,-9.667418,0.004454,0.001004,0.008451,-588.263428,-330.741974,959.441101
0.011482,-0.073950,-9.602999,0.005419,-0.000162,0.006220,-588.263428,-330.741974,959.441101
0.004324,-0.066793,-9.710362,0.006384,0.001004,0.002924,-588.263428,-330.741974,959.441101
0.025797,-0.002374,-9.696048,0.006284,-0.002292,-0.000372,-588.263428,-330.741974,959.441101
-0.052936,-0.081108,-9.645944,0.004054,-0.002192,-0.002402,-588.263428,-330.741974,959.441101
-0.038621,-0.059635,-9.517108,0.002888,-0.003158,-0.001237,-575.062622,-320.557831,974.225403
0.040112,-0.166998,-9.574368,0.001723,-0.003058,-0.002202,-575.062622,-320.557831,974.225403
0.018639,-0.081108,-9.610157,0.000558,-0.005088,-0.001037,-575.062622,-320.557831,974.225403
0.004324,-0.073950,-9.667418,-0.002738,-0.007119,0.001194,-575.062622,-320.557831,974.225403
-0.052936,-0.073950,-9.667418,-0.002638,-0.002758,0.003224,-575.062622,-320.557831,974.225403
0.040112,-0.038162,-9.595841,0.000658,-0.001592,0.003124,-575.062622,-320.557831,974.225403
0.032954,-0.088265,-9.681732,0.001623,0.007030,-0.002302,-575.062622,-320.557831,974.225403
0.025797,-0.081108,-9.610157,-0.000608,0.006930,-0.002202,-575.062622,-320.557831,974.225403
-0.017149,-0.166998,-9.674574,-0.003704,0.008961,-0.002102,-575.062622,-320.557831,974.225403
-0.002834,-0.102580,-9.610157,-0.003604,0.000338,0.001194,-575.062622,-320.557831,974.225403
-0.017149,-0.095423,-9.681732,-0.002438,-0.001892,0.002159,-586.932312,-327.791931,968.405579
-0.024306,-0.045320,-9.681732,0.001923,-0.007119,0.000994,-586.932312,-327.791931,968.405579
0.018639,-0.145526,-9.595841,0.005019,-0.007019,-0.000172,-586.932312,-327.791931,968.405579
0.047269,-0.138368,-9.638787,0.008115,-0.010115,-0.002202,-586.932312,-327.791931,968.405579
0.040112,-0.102580,-9.545738,0.004819,-0.003623,-0.004233,-586.932312,-327.791931,968.405579
0.068742,-0.052477,-9.567211,0.001523,0.001804,-0.004133,-586.932312,-327.791931,968.405579
0.047269,-0.102580,-9.660259,-0.000708,0.005965,0.002359,-586.932312,-327.791931,968.405579
0.011482,-0.066793,-9.545738,0.000458,0.003734,0.004389,-586.932312,-327.791931,968.405579
0.004324,-0.102580,-9.581527,-0.001773,0.001504,0.002159,-586.932312,-327.791931,968.405579
-0.017149,-0.073950,-9.645944,0.001523,-0.001792,-0.007529,-586.932312,-327.791931,968.405579
-0.031464,-0.009532,-9.595841,-0.000708,-0.004888,-0.005298,-585.372559,-329.310150,966.887756
0.025797,-0.124053,-9.624472,0.001523,-0.001592,-0.003068,-585.372559,-329.310150,966.887756
0.090215,-0.066793,-9.631629,-0.001773,0.003834,-0.004033,-585.372559,-329.310150,966.887756
0.018639,-0.109738,-9.703205,0.001523,0.005865,-0.009259,-585.372559,-329.310150,966.887756
0.004324,-0.059635,-9.610157,-0.000708,-0.001692,-0.009159,-585.372559,-329.310150,966.887756
0.018639,-0.109738,-9.617313,0.000458,-0.004788,-0.005864,-585.372559,-329.310150,966.887756
0.090215,-0.038162,-9.602999,0.001423,-0.001492,-0.001502,-585.372559,-329.310150,966.887756
0.018639,-0.159841,-9.617313,0.005584,0.002869,-0.001402,-585.372559,-329.310150,966.887756
0.040112,-0.088265,-9.667418,0.004419,0.002769,-0.001302,-585.372559,-329.310150,966.887756
0.040112,-0.095423,-9.660259,0.000058,-0.000527,-0.001202,-585.372559,-329.310150,966.887756
0.032954,-0.081108,-9.638787,-0.005369,-0.000427,0.004224,-594.489868,-332.132996,974.504211
-0.009991,-0.059635,-9.688890,-0.005269,-0.001392,0.004124,-594.489868,-332.132996,974.504211
0.054427,-0.073950,-9.631629,-0.005169,0.000838,0.006155,-594.489868,-332.132996,974.504211
0.032954,-0.109738,-9.645944,-0.005069,-0.000327,0.001794,-594.489868,-332.132996,974.504211
-0.002834,-0.095423,-9.595841,-0.007099,0.001904,-0.002568,-594.489868,-332.132996,974.504211
0.018639,-0.066793,-9.617313,-0.001673,0.001804,-0.004598,-594.489868,-332.132996,974.504211
0.075900,-0.116895,-9.688890,0.002688,-0.000427,-0.005564,-594.489868,-332.132996,974.504211
0.047269,-0.102580,-9.631629,0.005784,-0.002458,-0.005464,-594.489868,-332.132996,974.504211
0.004324,-0.095423,-9.645944,0.002488,-0.000227,-0.009625,-594.489868,-332.132996,974.504211
-0.009991,-0.088265,-9.645944,0.000258,0.002004,-0.010590,-594.489868,-332.132996,974.504211
0.018639,-0.045320,-9.660259,0.001223,0.002969,-0.003033,-591.548950,-323.234406,968.465271
0.018639,-0.152683,-9.638787,0.002188,-0.000327,0.004524,-591.548950,-323.234406,968.465271
0.047269,-0.088265,-9.631629,0.003154,-0.001292,0.011881,-591.548950,-323.234406,968.465271
-0.002834,-0.059635,-9.638787,0.001988,-0.002258,0.010716,-591.548950,-323.234406,968.465271
0.047269,-0.166998,-9.710362,0.000823,-0.001092,0.008485,-591.548950,-323.234406,968.465271
-0.024306,-0.102580,-9.574368,-0.002473,0.000073,-0.000137,-591.548950,-323.234406,968.465271
0.061584,-0.095423,-9.588684,-0.004504,-0.001092,-0.001102,-591.548950,-323.234406,968.465271
0.104530,-0.073950,-9.617313,-0.007599,0.000073,-0.004198,-591.548950,-323.234406,968.465271
0.083057,-0.202786,-9.552896,-0.002173,-0.001092,-0.000902,-591.548950,-323.234406,968.465271
0.025797,-0.124053,-9.595841,0.002188,0.002204,0.001328,-591.548950,-323.234406,968.465271
0.068742,-0.174156,-9.588684,0.007415,0.003169,0.007620,-591.624878,-320.252075,969.961243
0.032954,-0.131211,-9.631629,0.005184,0.002004,0.007520,-591.624878,-320.252075,969.961243
0.025797,-0.059635,-9.595841,-0.001308,0.002969,0.002094,-591.624878,-320.252075,969.961243
0.054427,-0.066793,-9.567211,-0.005469,0.000738,-0.006529,-591.624878,-320.252075,969.961243
0.011482,-0.138368,-9.674574,-0.006434,0.001704,-0.009625,-591.624878,-320.252075,969.961243
-0.002834,-0.116895,-9.681732,-0.003138,0.003734,-0.007394,-591.624878,-320.252075,969.961243
0.054427,-0.145526,-9.674574,-0.003038,0.004699,0.001228,-591.624878,-320.252075,969.961243
0.061584,-0.102580,-9.681732,-0.004004,0.005665,0.005389,-591.624878,-320.252075,969.961243
0.004324,-0.002374,-9.638787,-0.004969,0.000238,0.008485,-591.624878,-320.252075,969.961243
-0.024306,-0.138368,-9.574368,-0.001673,-0.006254,0.004124,-591.624878,-320.252075,969.961243
0.032954,-0.116895,-9.660259,0.000558,-0.012545,0.001894,-593.040283,-327.684662,972.982605
0.025797,-0.095423,-9.681732,-0.001673,-0.011380,-0.007794,-593.040283,-327.684662,972.982605
-0.045779,-0.045320,-9.645944,-0.003704,-0.005954,-0.005564,-593.040283,-327.684662,972.982605
0.047269,-0.052477,-9.645944,-0.004669,-0.002658,0.001994,-593.040283,-327.684662,972.982605
0.011482,-0.109738,-9.638787,-0.001373,-0.002558,0.009351,-593.040283,-327.684662,972.982605
-0.009991,-0.202786,-9.674574,-0.001273,-0.001392,0.003924,-593.040283,-327.684662,972.982605
-0.009991,-0.059635,-9.717521,0.002023,-0.000227,-0.005764,-593.040283,-327.684662,972.982605
