Channel 1,Channel 2,Channel 3
-6.033388,7.843405,0.459687
-6.011840,7.843405,0.459687
-6.054936,7.821857,0.596156
-6.047753,7.807492,0.560243
-5.954380,7.843405,0.545878
-5.990293,7.908048,0.632069
-6.076484,7.793127,0.617704
-6.069301,7.814674,0.545878
-6.141128,7.735666,0.524330
-6.090849,7.757214,0.509965
-6.011840,7.936779,0.495600
-6.004658,7.951144,0.466869
-6.033388,7.807492,0.517148
-6.004658,7.900866,0.502782
-6.019023,7.879318,0.639252
-6.019023,7.785944,0.445322
-6.062119,7.814674,0.560243
-6.090849,7.886500,0.502782
-6.083666,7.757214,0.430956
-6.090849,7.771579,0.459687
-6.026206,7.721301,0.560243
-6.069301,7.879318,0.517148
-6.062119,7.857770,0.438139
-6.047753,7.879318,0.337582
-5.990293,7.843405,0.373495
-6.026206,7.893683,0.330400
-6.098032,7.821857,0.344765
-6.083666,7.814674,0.351948
-6.019023,7.757214,0.337582
-6.019023,7.886500,0.366313
-5.997475,7.793127,0.387861
-6.040571,7.735666,0.380678
-6.062119,7.807492,0.308852
-6.026206,7.771579,0.308852
-6.026206,7.821857,0.402226
-6.040571,7.843405,0.395043
-6.040571,7.864953,0.359130
-6.004658,7.893683,0.351948
-5.975927,7.922413,0.416591
-6.069301,7.864953,0.423774
-6.112397,7.785944,0.395043
-6.076484,7.821857,0.438139
-6.040571,7.879318,0.344765
-5.990293,7.807492,0.337582
-6.133945,7.879318,0.416591
-6.054936,7.814674,0.474052
-6.083666,7.785944,0.495600
-6.019023,7.750031,0.438139
-6.069301,7.864953,0.330400
-6.019023,7.864953,0.538695
-6.069301,7.886500,0.452504
-6.011840,7.807492,0.481235
-6.011840,7.821857,0.402226
-6.011840,7.807492,0.452504
-6.026206,7.829040,0.351948
-6.069301,7.800309,0.416591
-6.040571,7.821857,0.495600
-6.033388,7.757214,0.466869
-6.062119,7.829040,0.517148
-6.047753,7.857770,0.402226
-5.975927,7.750031,0.351948
-6.047753,7.807492,0.416591
-6.148310,7.750031,0.344765
-6.054936,7.829040,0.445322
-6.047753,7.864953,0.308852
-6.040571,7.857770,0.416591
-5.968745,7.821857,0.416591
-6.098032,7.879318,0.373495
-6.069301,7.778761,0.395043
-6.047753,7.864953,0.416591
-6.004658,7.857770,0.423774
-6.076484,7.771579,0.373495
-6.090849,7.771579,0.438139
-6.047753,7.807492,0.323217
-6.119579,7.807492,0.387861
-6.076484,7.872135,0.430956
-6.040571,7.836222,0.459687
-6.019023,7.793127,0.459687
-6.040571,7.814674,0.452504
-6.011840,7.800309,0.459687
-6.026206,7.742848,0.438139
-6.026206,7.771579,0.416591
-6.011840,7.814674,0.395043
-6.054936,7.829040,0.402226
-6.105214,7.771579,0.395043
-6.040571,7.678205,0.387861
-6.069301,7.771579,0.416591
-6.033388,7.836222,0.416591
-5.975927,7.872135,0.387861
-5.997475,7.879318,0.481235
-6.040571,7.857770,0.452504
-6.069301,7.893683,0.380678
-6.011840,7.821857,0.373495
-6.019023,7.900866,0.409408
-6.105214,7.721301,0.395043
-6.105214,7.771579,0.509965
-6.069301,7.793127,0.481235
-6.033388,7.800309,0.438139
-6.019023,7.843405,0.308852
-6.090849,7.814674,0.430956
-6.004658,7.836222,0.438139
-6.004658,7.821857,0.409408
-6.062119,7.814674,0.430956
-6.004658,7.872135,0.416591
-6.126762,7.857770,0.344765
-6.011840,7.893683,0.402226
-6.069301,7.800309,0.366313
-6.083666,7.879318,0.387861
-6.076484,7.793127,0.395043
-6.069301,7.836222,0.488417
-5.997475,7.879318,0.481235
-6.040571,7.821857,0.445322
-5.997475,7.814674,0.430956
-5.932832,7.821857,0.416591
